#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName
4374773|2014-02-27T10:14:02|36.4823|-97.1089|3.9|ISC|ISC|ISC|604072145|ML|4.3|ANF|OKLAHOMA
4374758|2014-02-27T00:19:08|36.4903|-97.1039|0.6|ISC|ISC|ISC|604070909|ML|4.0|ANF|OKLAHOMA
4374750|2014-02-26T19:30:33|36.6664|-97.7156|10.0|ISC|ISC|ISC|604070901|ML|4.2|ANF|OKLAHOMA
4374669|2014-02-24T16:44:59|35.8255|-96.9423|4.0|ISC|ISC|ISC|604064795|ML|4.0|ANF|OKLAHOMA
4373879|2014-02-18T11:53:50|35.8482|-97.4547|4.8|ISC|ISC|ISC|604056097|ML|4.6|ANF|OKLAHOMA
4373844|2014-02-17T12:57:39|35.7461|-97.4446|8.2|ISC|ISC|ISC|604056054|ML|4.1|ANF|OKLAHOMA
4373790|2014-02-16T01:51:49|35.734|-97.3974|13.3|ISC|ISC|ISC|604049995|ML|4.2|ANF|OKLAHOMA
4373485|2014-02-09T02:16:01|36.0227|-97.2929|10.0|ISC|ISC|ISC|604039906|mb|4.2|NEIC|OKLAHOMA
4373371|2014-02-06T12:48:09|36.7307|-98.2355|2.7|ISC|ISC|ISC|604036694|ML|4.0|ANF|OKLAHOMA
4373347|2014-02-05T23:15:38|36.8244|-97.7443|3.7|ISC|ISC|ISC|604036079|ML|4.3|ANF|OKLAHOMA
4371247|2014-01-09T03:26:52|35.5519|-96.7554|8.6|ISC|ISC|ISC|603944482|ML|4.2|ANF|OKLAHOMA
4370532|2013-12-22T16:28:29|36.4579|-97.06|10.0|ISC|ISC|ISC|603870779|ML|4.1|ANF|OKLAHOMA
4369646|2013-12-07T18:10:23|35.6715|-97.379|12.7|ISC|ISC|ISC|603833855|MW|4.7|GCMT|OKLAHOMA
9416697|2013-11-22T14:33:59|36.1492|-96.9489|10.0|ISC|ISC|ISC|603811765|ML|4.6|ANF|OKLAHOMA
9405007|2013-11-12T04:00:57|36.5642|-97.8278|7.4|ISC|ISC|ISC|603782746|ML|4.2|ANF|OKLAHOMA
9403763|2013-11-10T23:25:00|35.7086|-97.4244|6.6|ISC|ISC|ISC|603780895|ML|4.0|ANF|OKLAHOMA
9400865|2013-11-08T05:50:06|35.5871|-97.3734|5.8|ISC|ISC|ISC|603779212|ML|4.0|ANF|OKLAHOMA
9397230|2013-11-05T04:01:34|35.6104|-97.3774|5.6|ISC|ISC|ISC|603770373|ML|4.9|ANF|OKLAHOMA
9274607|2013-10-08T10:48:21|36.6816|-98.053|3.7|ISC|ISC|ISC|603614420|ML|4.0|ANF|OKLAHOMA
9267739|2013-10-02T00:38:52|36.5397|-98.0722|10.0|ISC|ISC|ISC|603511250|ML|4.4|ANF|OKLAHOMA
9221337|2013-09-23T13:56:26|34.0248|-97.231|10.0|ISC|ISC|ISC|603988136|ML|4.2|ANF|OKLAHOMA
9221216|2013-09-23T11:40:42|34.0338|-97.195|10.0|ISC|ISC|ISC|605741916|ML|4.1|ANF|OKLAHOMA
9212293|2013-09-15T05:58:12|35.403|-96.5724|1.0|ISC|ISC|ISC|605741762|ML|4.2|ANF|OKLAHOMA
9169338|2013-08-08T22:46:29|36.8909|-98.0308|6.4|ISC|ISC|ISC|603332623|ML|4.2|ANF|OKLAHOMA
9168498|2013-08-08T06:57:51|35.3852|-96.5777|7.1|ISC|ISC|ISC|605740527|ML|4.1|ANF|OKLAHOMA
9155323|2013-07-27T20:23:40|36.6386|-97.3749|10.0|ISC|ISC|ISC|603307849|ML|4.0|ANF|OKLAHOMA
9123224|2013-07-01T09:11:38|36.6407|-97.6966|10.0|ISC|ISC|ISC|603310409|ML|4.0|ANF|OKLAHOMA
9120555|2013-06-29T00:46:28|35.6362|-97.0636|13.7|ISC|ISC|ISC|608109444|ML|4.2|ANF|OKLAHOMA
9105200|2013-06-16T18:06:17|35.5586|-97.3063|10.6|ISC|ISC|ISC|603077594|ML|4.1|ANF|OKLAHOMA
9097852|2013-06-10T22:24:30|35.4611|-96.969|3.0|ISC|ISC|ISC|603070682|ML|4.1|ANF|OKLAHOMA
9095899|2013-06-09T07:12:31|35.6459|-97.2743|9.2|ISC|ISC|ISC|603071354|ML|4.4|ANF|OKLAHOMA
9332599|2013-04-28T03:06:41|34.175|-96.8261|10.0|ISC|ISC|ISC|602943395|ML|4.1|ANF|OKLAHOMA
9316203|2013-04-16T21:51:21|35.7099|-97.1086|11.8|ISC|ISC|ISC|602799021|ML|4.2|ANF|OKLAHOMA
9315907|2013-04-16T16:44:05|35.6354|-97.1321|7.0|ISC|ISC|ISC|602799013|ML|4.0|ANF|OKLAHOMA
9315571|2013-04-16T10:16:52|35.7114|-97.0706|8.4|ISC|ISC|ISC|602789941|MW|4.2|NEIC|OKLAHOMA
9315413|2013-04-16T06:56:30|35.6626|-97.0921|9.9|ISC|ISC|ISC|602789833|MW|4.4|NEIC|OKLAHOMA
8975219|2013-01-16T20:51:43|35.6003|-97.3383|6.4|ISC|ISC|ISC|602329686|ML|4.0|ANF|OKLAHOMA
8961581|2013-01-04T01:59:18|35.4568|-96.532|1.0|ISC|ISC|ISC|602150839|ML|4.7|ANF|OKLAHOMA
8937620|2012-12-12T03:30:14|35.5433|-96.787|10.0|ISC|ISC|ISC|602037007|ML|4.0|ANF|OKLAHOMA
8890487|2012-10-28T04:00:34|35.422|-96.537|3.3|NEIC|ISC|ISC|601853271|ML|4.6|ANF|OKLAHOMA
8834127|2012-09-09T01:58:52|35.375|-96.537|2.5|NEIC|ISC|ISC|601710336|ML|4.5|ANF|OKLAHOMA
3337376|2012-04-06T16:20:28|35.72|-97.159|5.0|NEIC|ISC|ISC|600853734|ML|4.4|ANF|OKLAHOMA
3337133|2012-04-03T07:33:57|34.6978|-95.8428|5.2|ISC|ISC|ISC|600847143|mb|4.1|NEIC|OKLAHOMA
3332481|2012-01-03T10:56:58|35.536|-96.75|3.6|NEIC|ISC|ISC|600136489|ML|4.0|ANF|OKLAHOMA
3329872|2011-11-14T05:31:42|35.521|-96.782|3.1|NEIC|ISC|ISC|17536387|ML|4.1|ANF|OKLAHOMA
3329656|2011-11-10T08:36:38|35.487|-96.85|3.3|NEIC|ISC|ISC|17528425|ML|4.0|ANF|OKLAHOMA
3329517|2011-11-08T02:46:56|35.5275|-96.7918|2.7|ISC|ISC|ISC|17521561|MW|5.0|GCMT|OKLAHOMA
3329505|2011-11-06T18:26:57|35.473|-96.869|3.1|NEIC|ISC|ISC|17523147|ML|4.0|ANF|OKLAHOMA
3329501|2011-11-06T11:03:52|35.496|-96.838|5.0|NEIC|ISC|ISC|17515535|ML|4.1|ANF|OKLAHOMA
3328942|2011-11-06T04:03:41|35.534|-96.7801|0.1|ISC|ISC|ISC|17507294|ML|4.0|TUL|OKLAHOMA
3327016|2011-11-06T03:53:10|35.5501|-96.7579|7.5|ISC|ISC|ISC|17507292|MW|5.7|GCMT|OKLAHOMA
3325003|2011-11-05T07:12:44|35.5525|-96.7387|6.2|ISC|ISC|ISC|17505618|MW|5.0|GCMT|OKLAHOMA
3324625|2011-10-28T09:18:46|35.525|-97.386|5.0|NEIC|ISC|ISC|600015429|ML|4.5|ANF|OKLAHOMA
3180393|2010-10-13T14:06:28|35.2196|-97.3262|4.8|ISC|ISC|ISC|15246535|MW|4.3|NEIC|OKLAHOMA
2877489|2010-08-02T09:52:19|35.559|-97.241|3.2|NEIC|ISC|ISC|15641538|ml|4.0|ANF|OKLAHOMA
2845312|2010-02-27T22:22:26|35.5875|-96.7445|3.7|ISC|ISC|ISC|14342454|MW|4.1|NEIC|OKLAHOMA
